year,sum_mln,organisation_name,organisation_type_name,organisation_type_code,region_code,region_name,gov_support_type
2015,10,"Алтайская краевая общественная молодежная организация ""Юнит""",Общественная организация,1,22,Алтайский край,grants
2013,2.3,"Общероссийская общественная организация инвалидов ""Российская диабетическая ассоциация""",Общественная организация,1,00,Министерство юстиции,grants
2015,7.66768,"Общероссийская общественная организация инвалидов ""Российская диабетическая ассоциация""",Общественная организация,1,00,Министерство юстиции,grants
2013,2.5,"Хабаровское краевое отделение общероссийской общественной организации ""Всероссийское общество охраны природы""",Общественная организация,1,27,Хабаровский край,grants
2014,1.6,"Хабаровское краевое отделение общероссийской общественной организации ""Всероссийское общество охраны природы""",Общественная организация,1,27,Хабаровский край,grants
2015,1.5,"Хабаровское краевое отделение общероссийской общественной организации ""Всероссийское общество охраны природы""",Общественная организация,1,27,Хабаровский край,grants
2013,1,"Автономная некоммерческая организация ""Корпорация социально-экономического развития ""РОСТ""",Автономная некоммерческая организация,4,52,Нижегородская область,grants
2014,4,"Автономная некоммерческая организация ""Корпорация социально-экономического развития ""РОСТ""",Автономная некоммерческая организация,4,52,Нижегородская область,grants
2016,4,"Автономная некоммерческая организация ""Корпорация социально-экономического развития ""РОСТ""",Автономная некоммерческая организация,4,52,Нижегородская область,grants
2015,9.862,"Автономная некоммерческая организация ""Институт развития интернета""",Автономная некоммерческая организация,4,77,Москва,grants
2014,5,"Некоммерческое партнерство Центр развития образования , науки и культуры ""ОБНИНСКИЙ ПОЛИС""",Некоммерческое партнерство,5,40,Калужская область,grants
2015,4,"Некоммерческое партнерство Центр развития образования , науки и культуры ""ОБНИНСКИЙ ПОЛИС""",Некоммерческое партнерство,5,40,Калужская область,grants
NA,3.2,"Санкт-Петербургская общественная организация работников здравоохранения и социальной сферы ""Здоровое общество""",Общественная организация,1,78,Санкт-Петербург,grants
2013,5,"Религиозная организация ""Новосибирская Епархия Русской Православной Церкви (Московский Патриархат)""",Религиозная организация,3,00,Министерство юстиции,grants
NA,0.5,"Религиозная организация ""Новосибирская Епархия Русской Православной Церкви (Московский Патриархат)""",Религиозная организация,3,00,Министерство юстиции,grants
2016,2,"Автономная некоммерческая организация ""Масс-Медиа-Центр""",Автономная некоммерческая организация,4,54,Новосибирская область,grants
2016,9.5,"Автономная некоммерческая организация просветительско-издательский центр ""Книжный клуб Союза писателей""",Автономная некоммерческая организация,4,77,Москва,grants
2015,3,"Общественная организация ""Федерация легкой атлетики Приморского края""",Общественная организация,1,25,Приморский край,grants
2015,4.95,"Фонд независимого мониторинга исполнения указов президента ""Народная экспертиза""",Некоммерческий фонд,6,77,Москва,grants
2016,4.5,"Фонд независимого мониторинга исполнения указов президента ""Народная экспертиза""",Некоммерческий фонд,6,77,Москва,grants
2013,5.4,"Тверское региональное отделение межрегиональной молодежной нравственно-просветительской общественной организации ""Православная молодежь""",Общественная организация,1,69,Тверская область,grants
2015,1.999992,"Тверское региональное отделение межрегиональной молодежной нравственно-просветительской общественной организации ""Православная молодежь""",Общественная организация,1,69,Тверская область,grants
2016,2,"Тверское региональное отделение межрегиональной молодежной нравственно-просветительской общественной организации ""Православная молодежь""",Общественная организация,1,69,Тверская область,grants
2015,3.372899,"Частное учреждение культуры Камерный музыкальный театр ""Эль Арт""",Учреждение,8,77,Москва,grants
2016,2.5,"Частное учреждение культуры Камерный музыкальный театр ""Эль Арт""",Учреждение,8,77,Москва,grants
2013,2,"Автономная некоммерческая организация ""Центр развития молодежного парламентаризма""",Автономная некоммерческая организация,4,77,Москва,grants
2014,2.3,"Автономная некоммерческая организация ""Центр развития молодежного парламентаризма""",Автономная некоммерческая организация,4,77,Москва,grants
2015,2.5,"Автономная некоммерческая организация ""Центр развития молодежного парламентаризма""",Автономная некоммерческая организация,4,77,Москва,grants
2016,2,"Автономная некоммерческая организация ""Центр развития молодежного парламентаризма""",Автономная некоммерческая организация,4,77,Москва,grants
2015,4.2,"Автономная некоммерческая организация дополнительного образования ""Центр инновационного развития ""ФОКУС""",Автономная некоммерческая организация,4,77,Москва,grants
2013,2.5,"Союз социально-культурного и гражданского развития общества ""Преображение""",Некоммерческое партнерство,5,78,Санкт-Петербург,grants
2014,5,"Союз социально-культурного и гражданского развития общества ""Преображение""",Некоммерческое партнерство,5,78,Санкт-Петербург,grants
2014,3,"Фонд поддержки гражданских инициатив ""Национальная стратегия""",Некоммерческий фонд,6,77,Москва,grants
2016,2,"Некоммерческое партнерство тренеров и консультантов ""Девелопмент-групп""",Некоммерческое партнерство,5,77,Москва,grants
2016,9,"Автономная некоммерческая организация ""Центр просветительских технологий ""Литературная перспектива""",Автономная некоммерческая организация,4,77,Москва,grants
2014,9,"Общероссийское общественное движение ""Корпус ""За чистые выборы""",Общественное движение,13,00,Министерство юстиции,grants
2015,3.9,"Межрегиональная общественная организация ""По распространению российской национальной идеи - процветание малой Родины каждого россиянина""",Общественная организация,1,33,Владимирская область,grants
2016,4.9,"Межрегиональная общественная организация ""По распространению российской национальной идеи - процветание малой Родины каждого россиянина""",Общественная организация,1,33,Владимирская область,grants
2013,2,"Некоммерческое партнерство поддержки молодежных инициатив ""МОЛОДЕЖНАЯ ПАЛАТА""",Некоммерческое партнерство,5,77,Москва,grants
2015,3.725,"Некоммерческое партнерство поддержки молодежных инициатив ""МОЛОДЕЖНАЯ ПАЛАТА""",Некоммерческое партнерство,5,77,Москва,grants
2016,3,"Некоммерческое партнерство поддержки молодежных инициатив ""МОЛОДЕЖНАЯ ПАЛАТА""",Некоммерческое партнерство,5,77,Москва,grants
2015,3.7,"""Фонд поддержки отечественных товаропроизводителей ""Потенциал""",Некоммерческий фонд,6,12,Республика Марий Эл,grants
2016,5,"""Фонд поддержки отечественных товаропроизводителей ""Потенциал""",Некоммерческий фонд,6,12,Республика Марий Эл,grants
2014,3.3,"Ассоциация исследователей ""Философия для будущего""","Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2016,3.8,"Ассоциация исследователей ""Философия для будущего""","Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2014,5,"Региональная общественная организация ""Свердловская региональная ассоциация выпускников Президентской программы""",Общественная организация,1,66,Свердловская область,grants
2015,3.59888,"Региональная общественная организация ""Свердловская региональная ассоциация выпускников Президентской программы""",Общественная организация,1,66,Свердловская область,grants
2014,6.5,"Автономная некоммерческая организация ""Международный центр профессиональных коммуникаций ""Раши""",Автономная некоммерческая организация,4,77,Москва,grants
2016,2.0504,"Автономная некоммерческая организация ""Международный центр профессиональных коммуникаций ""Раши""",Автономная некоммерческая организация,4,77,Москва,grants
2013,3.763344,"Межрегиональная общественная организация ""Семья против наркотиков""",Общественная организация,1,26,Ставропольский край,grants
2014,4.756465,"Межрегиональная общественная организация ""Семья против наркотиков""",Общественная организация,1,26,Ставропольский край,grants
2016,8.5,"Автономная некоммерческая организация по изучению и поддержке гражданского общества ""Гражданская инициатива""",Автономная некоммерческая организация,4,77,Москва,grants
2013,3,"Региональная общественная организация содействия поддержке инвалидов, пенсионеров и других малоимущих категорий граждан ""Гармония""",Общественная организация,1,77,Москва,grants
2015,5.5,"Региональная общественная организация содействия поддержке инвалидов, пенсионеров и других малоимущих категорий граждан ""Гармония""",Общественная организация,1,77,Москва,grants
2014,3,"Религиозная организация ""Издательский Совет Русской Православной Церкви (Московский Патриархат)""",Религиозная организация,3,00,Министерство юстиции,grants
2015,3,"Религиозная организация ""Издательский Совет Русской Православной Церкви (Московский Патриархат)""",Религиозная организация,3,00,Министерство юстиции,grants
2016,2.5,"Религиозная организация ""Издательский Совет Русской Православной Церкви (Московский Патриархат)""",Религиозная организация,3,00,Министерство юстиции,grants
2013,3.5,"Фонд поддержки и развития молодёжных инициатив, культуры, кинематографии и спорта ""Развитие""",Некоммерческий фонд,6,77,Москва,grants
2016,2,"Фонд поддержки и развития молодёжных инициатив, культуры, кинематографии и спорта ""Развитие""",Некоммерческий фонд,6,77,Москва,grants
2013,1.9,"Некоммерческое партнерство по развитию каратэ-до сетокан Спортивный клуб ""Сюдзин""",Некоммерческое партнерство,5,77,Москва,grants
2013,1.45,"Ассоциация агентств поддержки малого и среднего бизнеса ""РАЗВИТИЕ""","Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2013,2.645,"Фонд содействия защите прав и свобод граждан ""Общественный вердикт""",Некоммерческий фонд,6,77,Москва,grants
2014,3.220101,"Фонд содействия защите прав и свобод граждан ""Общественный вердикт""",Некоммерческий фонд,6,77,Москва,grants
2015,2.481724,"Фонд содействия защите прав и свобод граждан ""Общественный вердикт""",Некоммерческий фонд,6,77,Москва,grants
2015,4.3,"Фонд содействия развитию современной культуры ""Искусство без границ""",Некоммерческий фонд,6,77,Москва,grants
2016,4,"Фонд содействия развитию современной культуры ""Искусство без границ""",Некоммерческий фонд,6,77,Москва,grants
2015,4,"Автономная некоммерческая организация ""Социальная адаптация""",Автономная некоммерческая организация,4,77,Москва,grants
2016,4.3,"Автономная некоммерческая организация ""Социальная адаптация""",Автономная некоммерческая организация,4,77,Москва,grants
2013,1,"Свердловская областная общественная молодежная организация ""Ассоциация патриотических отрядов ""Возвращение""",Общественная организация,1,66,Свердловская область,grants
2014,0.72,"Свердловская областная общественная молодежная организация ""Ассоциация патриотических отрядов ""Возвращение""",Общественная организация,1,66,Свердловская область,grants
2015,2.5,"Свердловская областная общественная молодежная организация ""Ассоциация патриотических отрядов ""Возвращение""",Общественная организация,1,66,Свердловская область,grants
2016,1.5,"Свердловская областная общественная молодежная организация ""Ассоциация патриотических отрядов ""Возвращение""",Общественная организация,1,66,Свердловская область,grants
2014,2,"Автономная некоммерческая организация Центр поддержки гражданских проектов ""Инициатива""",Автономная некоммерческая организация,4,77,Москва,grants
2016,4.55,"Автономная некоммерческая организация Центр поддержки гражданских проектов ""Инициатива""",Автономная некоммерческая организация,4,77,Москва,grants
2015,8.107,"Рязанское региональное отделение Всероссийской общественной организации ""Молодая Гвардия Единой России""",Общественная организация,1,62,Рязанская область,grants
2015,8.103168,Региональная общественная организация поддержки развития медицинских технологий и стандартов качества медицинской помощи,Общественная организация,1,77,Москва,grants
2013,1.5,"Региональная общественная организация ""Центр содействия международной защите""",Общественная организация,1,77,Москва,grants
2014,2.8,"Региональная общественная организация ""Центр содействия международной защите""",Общественная организация,1,77,Москва,grants
2015,3.8,"Региональная общественная организация ""Центр содействия международной защите""",Общественная организация,1,77,Москва,grants
2016,0.59925,"Липецкое областное отделение общероссийской общественной организации ""Всероссийское добровольное пожарное общество""",Общественная организация,1,48,Липецкая область,grants
2015,2.9,"Ставропольский краевой общественный фонд поддержки социологических исследований и общественных инициатив ""Социальная стратегия""",Общественный фонд,11,26,Ставропольский край,grants
2013,5.605,"Международная детско-юношеская общественная организация содействия военно-спортивному и патриотическому воспитанию ""Ассоциация Витязей""",Общественная организация,1,00,Министерство юстиции,grants
2015,5.215484,"Негосударственное образовательное учреждение Свято-Троицкой Сергиевой Лавры ""Детский центр образования ""Пересвет""",Учреждение,8,50,Московская область,grants
2016,2.44,"Негосударственное образовательное учреждение Свято-Троицкой Сергиевой Лавры ""Детский центр образования ""Пересвет""",Учреждение,8,50,Московская область,grants
2015,8.0032,"Фонд содействия развитию гражданского общества, социальному и экономическому развитию ""Национальный проект XXI век""",Некоммерческий фонд,6,77,Москва,grants
2013,2,"Межрегиональная общественная организация ""Союз женщин Санкт-Петербурга и Ленинградской области"" Союза женщин России",Общественная организация,1,78,Санкт-Петербург,grants
2014,2.5,"Межрегиональная общественная организация ""Союз женщин Санкт-Петербурга и Ленинградской области"" Союза женщин России",Общественная организация,1,78,Санкт-Петербург,grants
2015,3.5,"Межрегиональная общественная организация ""Союз женщин Санкт-Петербурга и Ленинградской области"" Союза женщин России",Общественная организация,1,78,Санкт-Петербург,grants
2014,8,"Брянское региональное отделение Всероссийской общественной организации ""Молодая Гвардия Единой России""",Общественная организация,1,32,Брянская область,grants
2016,8,"Автономная некоммерческая организация содействия развитию просвещения, культуры и патриотизма ""Центр социального мастерства""",Автономная некоммерческая организация,4,77,Москва,grants
2013,4.5,"Автономная некоммерческая организация ""Институт внешнеполитических исследований и инициатив""",Автономная некоммерческая организация,4,77,Москва,grants
2014,3.5,"Автономная некоммерческая организация ""Институт внешнеполитических исследований и инициатив""",Автономная некоммерческая организация,4,77,Москва,grants
2014,2,"Некоммерческое партнерство жилищных объединений и граждан за сохранение и улучшение жилища ""Управдом""",Некоммерческое партнерство,5,77,Москва,grants
2014,7.98,"Национальный фонд содействия в лечении алкоголизма и наркомании ""Поколение""",Некоммерческий фонд,6,77,Москва,grants
2014,3,"Общероссийское общественное движение ""Реформы - новый курс""",Общественное движение,13,00,Министерство юстиции,grants
2016,4.87076,"Общероссийское общественное движение ""Реформы - новый курс""",Общественное движение,13,00,Министерство юстиции,grants
2013,1.64882,"Ижевская городская общественная организация ""Центр социальных и образовательных инициатив""",Общественная организация,1,18,Удмуртская Республика,grants
2014,1.607394,"Ижевская городская общественная организация ""Центр социальных и образовательных инициатив""",Общественная организация,1,18,Удмуртская Республика,grants
2015,2.129208,"Ижевская городская общественная организация ""Центр социальных и образовательных инициатив""",Общественная организация,1,18,Удмуртская Республика,grants
2016,2.438602,"Ижевская городская общественная организация ""Центр социальных и образовательных инициатив""",Общественная организация,1,18,Удмуртская Республика,grants
2013,7.4288,"Региональная общественная организация по профилактике и реабилитации лиц, страдающих заболеваниями наркоманией и алкоголизмом ""Чистый путь""",Общественная организация,1,86,Ханты-Мансийский автономный округ – Югра,grants
2014,4.999246,Институт Экономической Безопасности (Автономная некоммерческая организация),Автономная некоммерческая организация,4,77,Москва,grants
2015,2.7,Институт Экономической Безопасности (Автономная некоммерческая организация),Автономная некоммерческая организация,4,77,Москва,grants
2014,4.125,"Некоммерческое партнерство ""Национальный центр социально-гуманитарных проектов""",Некоммерческое партнерство,5,77,Москва,grants
2015,3.5,"Некоммерческое партнерство ""Национальный центр социально-гуманитарных проектов""",Некоммерческое партнерство,5,77,Москва,grants
2013,1.535,"Владимирская областная общественная организация ""Ассоциация родителей детей-инвалидов ""Свет""",Общественная организация,1,33,Владимирская область,grants
2014,1.657981,"Владимирская областная общественная организация ""Ассоциация родителей детей-инвалидов ""Свет""",Общественная организация,1,33,Владимирская область,grants
2015,1.924519,"Владимирская областная общественная организация ""Ассоциация родителей детей-инвалидов ""Свет""",Общественная организация,1,33,Владимирская область,grants
2016,2.498138,"Владимирская областная общественная организация ""Ассоциация родителей детей-инвалидов ""Свет""",Общественная организация,1,33,Владимирская область,grants
2013,1.5,"Общественная организация Региональная татарская национально-культурная автономия Красноярского края ""ЯР""",Национально-культурная автономия,18,24,Красноярский край,grants
2015,5,"Общественная организация ""Местная немецкая национально-культурная автономия города Симферополь""",Национально-культурная автономия,18,91,Республика Крым,grants
2016,2.5,"Общественная организация ""Местная немецкая национально-культурная автономия города Симферополь""",Национально-культурная автономия,18,91,Республика Крым,grants
2014,3,"Негосударственное образовательное частное учреждение Центр дополнительного профессионального образования ""Русское слово""",Учреждение,8,77,Москва,grants
2015,4.5,"Негосударственное образовательное частное учреждение Центр дополнительного профессионального образования ""Русское слово""",Учреждение,8,77,Москва,grants
2015,7.5,"Московское городское отделение Общероссийской общественной организации ""Российская Христианско-Демократическая перспектива""",Общественная организация,1,77,Москва,grants
2014,7.5,"Некоммерческое партнерство ""Содружество общин коренных малочисленных народов Севера, Сибири и Дальнего Востока""",Некоммерческое партнерство,5,77,Москва,grants
2014,7.48817,"Региональное общественное движение в поддержку развития демократических реформ ""Свободная Русь""",Общественное движение,13,77,Москва,grants
2013,1.1,"Частное учреждение дополнительного образования и реализации социальных проктов ""Центр социально-психологической помощи""",Учреждение,8,43,Кировская область,grants
2015,1,"Частное учреждение дополнительного образования и реализации социальных проктов ""Центр социально-психологической помощи""",Учреждение,8,43,Кировская область,grants
2016,1.1,"Частное учреждение дополнительного образования и реализации социальных проктов ""Центр социально-психологической помощи""",Учреждение,8,43,Кировская область,grants
2013,2.14,"Общественная организация ""Нижегородский областной комитет солдатских матерей""",Общественная организация,1,52,Нижегородская область,grants
2014,2.18,"Общественная организация ""Нижегородский областной комитет солдатских матерей""",Общественная организация,1,52,Нижегородская область,grants
2015,3.13,"Общественная организация ""Нижегородский областной комитет солдатских матерей""",Общественная организация,1,52,Нижегородская область,grants
2013,2,"Санкт-Петербургская региональная детская общественная организация ""Шахматный клуб ""Петровская Ладья""",Общественная организация,1,78,Санкт-Петербург,grants
2014,1,"Санкт-Петербургская региональная детская общественная организация ""Шахматный клуб ""Петровская Ладья""",Общественная организация,1,78,Санкт-Петербург,grants
2013,2.5,"Брянская региональная общественная организация ""Федерация дворовых видов спорта""",Общественная организация,1,32,Брянская область,grants
2014,2.4,"Общественный правозащитный фонд ""Гражданская инициатива""",Некоммерческий фонд,6,53,Новгородская область,grants
2015,5,"Общественный правозащитный фонд ""Гражданская инициатива""",Некоммерческий фонд,6,53,Новгородская область,grants
2013,2.5,"Международная общественная организация ""Всемирный Русский Народный Собор""",Общественная организация,1,00,Министерство юстиции,grants
2015,4.9,"Международная общественная организация ""Всемирный Русский Народный Собор""",Общественная организация,1,00,Министерство юстиции,grants
2014,7.372815,"Калининградская региональная общественная организация спортивный клуб ""БО-ТЕК""",Общественная организация,1,39,Калининградская область,grants
2016,1.5,"Санкт-Петербургская благотворительная общественная организация помощи бездомным ""Ночлежка""",Общественная организация,1,78,Санкт-Петербург,grants
2015,0.5,"Благотворительный фонд помощи детям, страдающим заболеванием буллезный эпидермолиз, ""Дети БЭЛА""",Некоммерческий фонд,6,77,Москва,grants
2016,6.808,"Благотворительный фонд помощи детям, страдающим заболеванием буллезный эпидермолиз, ""Дети БЭЛА""",Некоммерческий фонд,6,77,Москва,grants
2014,2.3,"Владимирское региональное отделение Общероссийской общественной организации ""Ассоциация юристов России""",Общественная организация,1,33,Владимирская область,grants
2015,3.5,"Владимирское региональное отделение Общероссийской общественной организации ""Ассоциация юристов России""",Общественная организация,1,33,Владимирская область,grants
2016,1.5,"Владимирское региональное отделение Общероссийской общественной организации ""Ассоциация юристов России""",Общественная организация,1,33,Владимирская область,grants
2014,0.68,"Частное учреждение культуры ""Еврейский музей и Центр толерантности""",Учреждение,8,77,Москва,grants
2015,2.380068,"Частное учреждение культуры ""Еврейский музей и Центр толерантности""",Учреждение,8,77,Москва,grants
2016,2,"Частное учреждение культуры ""Еврейский музей и Центр толерантности""",Учреждение,8,77,Москва,grants
2013,1.390016,"Амурское региональное отделение Общероссийской общественной организации ""Ассоциация юристов России""",Общественная организация,1,28,Амурская область,grants
2014,1.788863,"Амурское региональное отделение Общероссийской общественной организации ""Ассоциация юристов России""",Общественная организация,1,28,Амурская область,grants
2015,2.187684,"Амурское региональное отделение Общероссийской общественной организации ""Ассоциация юристов России""",Общественная организация,1,28,Амурская область,grants
2016,1.847735,"Амурское региональное отделение Общероссийской общественной организации ""Ассоциация юристов России""",Общественная организация,1,28,Амурская область,grants
2014,7.211711,"Автономная некоммерческая организация ""Новая стратегия""",Автономная некоммерческая организация,4,63,Самарская область,grants
2016,7.148776,"Общественная организация Межрегиональное общественное патриотическое движение ""ДЕРЖАВА""",Общественная организация,1,23,Краснодарский край,grants
2016,1.66465,"Пермская краевая организация Общероссийской общественной организации инвалидов ""Всероссийское ордена Трудового Красного Знамени общество слепых""",Общественная организация,1,59,Пермский край,grants
2013,1.5,"Дагестанская региональная общественная организация помощи инвалидам ""Жизнь без слез""",Общественная организация,1,05,Республика Дагестан,grants
2014,0.7,"Дагестанская региональная общественная организация помощи инвалидам ""Жизнь без слез""",Общественная организация,1,05,Республика Дагестан,grants
2014,7.117,"Автономная некоммерческая организация ""Республиканский ЦЕНТР подготовки кадров""",Автономная некоммерческая организация,4,16,Республика Татарстан (Татарстан),grants
2015,4.599,"Тверское региональное патриотическое общественное движение ""Патриоты Верхневолжья""",Общественное движение,13,69,Тверская область,grants
2016,2.5,"Тверское региональное патриотическое общественное движение ""Патриоты Верхневолжья""",Общественное движение,13,69,Тверская область,grants
2013,3.54947,"Карельская региональная общественная организация ""Карельская федерация ездового спорта""",Общественная организация,1,10,Республика Карелия,grants
2014,2,"Карельская региональная общественная организация ""Карельская федерация ездового спорта""",Общественная организация,1,10,Республика Карелия,grants
2015,1.5,"Карельская региональная общественная организация ""Карельская федерация ездового спорта""",Общественная организация,1,10,Республика Карелия,grants
2013,3.6,Южно-Российская Ассоциация студенческих профсоюзных организаций,Союз (ассоциация) общественных объединений,20,61,Ростовская область,grants
2014,3,Южно-Российская Ассоциация студенческих профсоюзных организаций,Союз (ассоциация) общественных объединений,20,61,Ростовская область,grants
2013,7,"Межрегиональная общественная организация ""Творческий союз профессиональных художников""",Общественная организация,1,77,Москва,grants
2015,7,"Автономная некоммерческая организация Спортивно-технический клуб центр детского досуга ""Спортивная семья""",Автономная некоммерческая организация,4,77,Москва,grants
2015,7,"Тверская областная общественная организация по защите социальных прав и интересов граждан ""Справедливость""",Общественная организация,1,69,Тверская область,grants
2015,3.5,"Севастопольская региональная общественная организация ""Защита интересов государства и граждан""",Общественная организация,1,92,Севастополь,grants
2016,3.5,"Севастопольская региональная общественная организация ""Защита интересов государства и граждан""",Общественная организация,1,92,Севастополь,grants
2016,7,"Межрегиональная общественная организация ""Ветераны военной контрразведки""",Общественная организация,1,77,Москва,grants
2013,5,"Некоммерческая организация ""Российский фонд свободных выборов""",Некоммерческий фонд,6,77,Москва,grants
